title,release_year,budget,revenue,runtime,mpaa_rating_numeric,director_score,cast_score,genre_war,genre_western,genre_sci-fi,genre_biography,genre_musical,genre_thriller,genre_mystery,genre_news,genre_sport,genre_animation,genre_adventure,genre_family,genre_crime,genre_music,genre_romance,genre_history,genre_fantasy,genre_drama,genre_horror,genre_action,genre_comedy,genre_documentary
Miracle at St. Anna,2008,45000000,9323833,160,4,7,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Visitor,2008,4000000,18197518,104,3,7.6,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Last Chance Harvey,2008,5000000,32600000,99,3,6.6,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Winter in Wartime,2008,4000000,530048,103,4,7,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Frozen River,2008,1000000,5457664,97,4,7.1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Choke,2008,3000000,3982459,92,4,6.4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Surveillance,2008,3500000,1138322,97,4,6.3,4.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Julia,2008,6000000,1300000,144,4,7,5.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Children of Huang Shi,2008,40000000,7785317,125,4,6.6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kit Kittredge: An American Girl,2008,10000000,17700000,101,1,6.5,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"Food, Inc.",2008,1000000,4606199,94,2,7.8,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Wackness,2008,6000000,3175469,99,4,6.6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Me and Orson Welles,2008,25000000,2336172,114,3,7.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Trucker,2008,2000000,52429,90,4,6.5,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lymelife,2008,1500000,421307,95,4,6.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Black Balloon,2008,5000000,5000000,97,3,7.2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Bride Flight,2008,6400000,2556911,130,4,7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
American Teen,2008,5000000,942441,95,3,6.8,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Up,2009,175000000,735099082,96,2,8.1,6.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Ice Age: Dawn of the Dinosaurs,2009,90000000,886686817,94,2,6.7,5.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Avatar,2009,237000000,2923706026,162,3,7.9,8.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
The Hangover,2009,35000000,469310836,100,4,6.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Coraline,2009,60000000,185860104,100,2,7.5,4.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Monsters vs Aliens,2009,175000000,381509870,94,2,6.4,4.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Sherlock Holmes,2009,90000000,524028679,129,3,7.2,8.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Princess and the Frog,2009,105000000,270997378,98,1,7.4,4.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Harry Potter and the Half-Blood Prince,2009,250000000,933959197,153,2,7.3,7.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Orphan,2009,20000000,77912251,122,4,6.3,5.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Inglourious Basterds,2009,70000000,321457747,153,4,8.1,10.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
(500) Days of Summer,2009,7500000,60781545,95,3,7.2,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Final Destination,2009,40000000,186167139,82,4,5.3,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Twilight Saga: New Moon,2009,50000000,709827462,131,3,6.3,6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Law Abiding Citizen,2009,53000000,127900000,109,4,6.8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Proposal,2009,40000000,317400000,108,3,6.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3 Idiots,2009,9000000,70000000,171,3,8.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Julie & Julia,2009,40000000,129500000,123,3,6.1,9.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Terminator Salvation,2009,200000000,371353001,115,3,5.8,8.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Watchmen,2009,130000000,185258983,163,4,6.8,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Lovely Bones,2009,65000000,93600000,136,3,7.8,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Human Centipede (First Sequence),2009,2000000,252207,91,4,4.4,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,2009,200000000,791217826,158,3,6.4,7.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
District 9,2009,30000000,210888950,112,4,7.2,5.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Night at the Museum: Battle of the Smithsonian,2009,150000000,413106170,105,2,6.4,8.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Jennifer's Body,2009,16000000,31556061,107,4,6.1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
G.I. Joe: The Rise of Cobra,2009,175000000,302500000,118,3,6.3,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Blind Side,2009,29000000,309231694,129,3,7.1,6.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Zombieland,2009,23600000,102391540,88,4,7,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
He's Just Not That Into You,2009,40000000,178866158,129,3,6.4,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Time Traveler's Wife,2009,39000000,101344412,108,3,6.5,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
The Girl with the Dragon Tattoo,2009,13000000,109421911,152,4,6.5,4.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Brothers,2009,26000000,43500000,105,4,7.1,8.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Star Trek,2009,150000000,386839614,127,3,7.3,5.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Secret in Their Eyes,2009,2000000,33965843,130,4,7.3,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Drag Me to Hell,2009,30000000,91388487,99,3,7,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Last House on the Left,2009,15000000,32721635,113,4,6.5,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Angels & Demons,2009,150000000,485930816,138,3,7,9.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs,2009,100000000,242988466,89,2,7.2,4.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Knowing,2009,50000000,155446362,121,3,6.8,5.7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Nobody,2009,47000000,2331721,141,4,7.7,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Invictus,2009,60000000,122400000,134,3,7.2,10.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The Road,2009,32000000,27635305,111,4,7.2,9.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Couples Retreat,2009,70000000,171844840,113,4,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fantastic Mr. Fox,2009,40000000,46471023,87,2,7.4,11.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Crank: High Voltage,2009,20000000,34600000,96,4,6.5,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Friday the 13th,2009,19000000,91509154,97,4,5.8,3.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Public Enemies,2009,100000000,214104620,140,4,6.9,9.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Land of the Lost,2009,100000000,68688831,102,3,6.3,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
17 Again,2009,20000000,136300000,102,3,6.3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"I Love You, Beth Cooper",2009,18000000,15300000,102,3,6.7,3.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Duplicity,2009,60000000,78176181,125,3,6.6,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
A Christmas Carol,2009,200000000,325286646,94,2,7.2,8.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
My Sister's Keeper,2009,30000000,95714875,109,3,6.8,6.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Hannah Montana: The Movie,2009,35000000,155545279,102,1,4.6,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
The Ugly Truth,2009,38000000,321700000,96,4,6.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Moon,2009,5000000,9760104,97,4,7.3,7.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Transformers: Revenge of the Fallen,2009,200000000,836303693,150,3,6.4,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
It's Complicated,2009,85000000,219103655,121,4,6.8,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Up in the Air,2009,25000000,166842739,110,4,7,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Confessions of a Shopaholic,2009,40000000,108394089,104,2,6.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Obsessed,2009,20000000,73830340,108,3,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Paul Blart: Mall Cop,2009,26000000,183293131,91,2,5.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
The International,2009,50000000,60161391,118,4,7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Mother,2009,5000000,17112713,129,4,7.6,5.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Where the Wild Things Are,2009,100000000,100140916,101,2,7.5,5.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
State of Play,2009,60000000,87800000,127,3,7.4,9.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Taking of Pelham 1 2 3,2009,100000000,150166126,106,4,6.9,6.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bride Wars,2009,30000000,115375850,89,2,6,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Solomon Kane,2009,45000000,19700000,104,4,6.1,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Race to Witch Mountain,2009,50000000,106387141,98,2,5.6,4.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
The Box,2009,30000000,33333531,115,3,6.3,5.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Everybody's Fine,2009,21000000,16443609,99,3,7,9.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A Prophet,2009,13000000,17874044,155,4,6.9,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Agora,2009,70000000,39457342,127,4,7.1,7.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Push,2009,38000000,49678401,111,3,6.6,5.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adventureland,2009,9800000,17200000,107,4,7.1,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
An Education,2009,7500000,26100000,100,3,7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Girl Who Played with Fire,2009,4422952,67126795,129,4,7.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Soloist,2009,60000000,38332994,109,3,7.1,8.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bad Lieutenant: Port of Call - New Orleans,2009,25000000,10589102,122,4,7,5.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Planet 51,2009,70000000,104945765,91,2,6,4.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
A Serious Man,2009,7000000,31400000,106,4,7.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
G-Force,2009,150000000,292817841,88,2,5.1,5.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"I Love You, Man",2009,41000000,92000000,105,4,6.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Disappearance of Alice Creed,2009,800000,867714,100,4,6.7,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brüno,2009,42000000,138805831,83,4,6.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Thirst,2009,5000000,13085023,134,4,7.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
The Haunting in Connecticut,2009,10000000,77578320,102,3,5.8,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
A Single Man,2009,7000000,25000000,100,4,7.4,8.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Imaginarium of Doctor Parnassus,2009,30000000,64352607,123,3,7.1,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Fast & Furious,2009,85000000,363164265,107,3,6.6,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hotel for Dogs,2009,35000000,117000198,100,2,5.8,3.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Whatever Works,2009,15000000,36020534,92,3,7.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
All About Steve,2009,15000000,40105542,99,3,4.8,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Halloween II,2009,10000000,39421467,105,4,5.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The White Ribbon,2009,21555450,11652157,144,4,7.3,5.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nine,2009,80000000,53825515,118,3,6.7,7.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Madea Goes to Jail,2009,17500000,90508336,102,3,5.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Bronson,2009,230000,2300000,92,4,6.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Girl Who Kicked the Hornet's Nest,2009,4000000,43498108,147,4,7.2,4.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Young Victoria,2009,35000000,29196409,105,2,7.3,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
This Is It,2009,60000000,261200000,111,2,6.5,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[REC]²,2009,5600000,18469680,84,4,5.7,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Men Who Stare at Goats,2009,24000000,68729358,94,4,6.2,11.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crazy Heart,2009,7000000,47405566,112,4,7,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Observe and Report,2009,18000000,24007324,86,4,5.8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Harry Brown,2009,7300000,10329747,103,4,7.2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Informant!,2009,22000000,41771168,108,4,6.8,8.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Shinjuku Incident,2009,15000000,5461200,119,4,6.9,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Imagine That,2009,55000000,23000000,107,2,6.1,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Capitalism: A Love Story,2009,20000000,17436509,128,4,7.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
The Boat That Rocked,2009,50000000,36348784,135,4,7.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Black Dynamite,2009,2900000,296557,85,4,7.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Youth in Revolt,2009,18000000,19651093,89,4,6.1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Messenger,2009,6500000,1595417,113,4,6.4,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Away We Go,2009,17000000,15779455,98,4,7.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Shorts,2009,40000000,29000000,89,2,5.8,3.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Amelia,2009,40000000,19643086,111,2,6.7,7.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bright Star,2009,10000000,14374652,119,2,6.4,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Nowhere Boy,2009,1500000,6577779,98,4,5.6,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
City of Life and Death,2009,12000000,10652498,132,4,7.6,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Broken Embraces,2009,18000000,30991660,127,4,7.2,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Defendor,2009,3500000,44462,101,4,6.7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Micmacs,2009,33000000,14000000,104,4,7.2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Solitary Man,2009,15000000,5000000,90,4,6.3,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Mother and Child,2009,7000000,4000000,125,4,7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Big Fan,2009,250000,232732,91,4,6.6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
X-Men Origins: Wolverine,2009,150000000,373062864,107,3,6.8,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My One and Only,2009,10000000,2500000,108,3,6.5,5.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Chéri,2009,23000000,9400000,86,4,7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Tetro,2009,5000000,2852915,127,4,6.8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I Can Do Bad All By Myself,2009,19000000,51733921,113,3,5.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
City Island,2009,6000000,7875862,104,3,7.3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Mao’s Last Dancer,2009,25000000,23900000,117,2,7,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Grace,2009,5000000,8297,84,4,5.2,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Eclipse,2009,3000000,133411,88,4,6,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
The Good Heart,2009,3800000,20930,95,4,6.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Inception,2010,160000000,839030630,148,3,8.2,13.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Handsome Harry,2009,1000000,13500,94,4,6.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harry Potter and the Deathly Hallows: Part 1,2010,250000000,954305868,146,3,7.3,7.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
TRON: Legacy,2010,170000000,409912892,126,2,7.3,5.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Shutter Island,2010,80000000,294804195,138,4,7.6,13.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
How to Train Your Dragon,2010,165000000,494879471,98,2,7.6,5.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Grown Ups,2010,80000000,271430189,102,3,5.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tangled,2010,260000000,592461732,100,2,7.7,4.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
The Social Network,2010,40000000,224920315,121,3,7.6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Karate Kid,2010,40000000,359126022,140,2,6,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Megamind,2010,130000000,321885765,96,2,6.8,9.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Shrek Forever After,2010,165000000,752600867,93,2,5.8,6.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Toy Story 3,2010,200000000,1067316101,103,1,8.4,9.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Black Swan,2010,13000000,329398046,109,4,7.2,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Iron Man 2,2010,200000000,623933331,124,3,7,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Despicable Me,2010,69000000,543284256,95,2,7.4,5.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Alice in Wonderland,2010,200000000,1025467110,108,2,6.9,8.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Book of Eli,2010,80000000,157107755,118,4,7,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Blue Valentine,2010,1000000,15440333,112,4,7.3,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Flipped,2010,14000000,4324817,89,2,7.3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Secret World of Arrietty,2010,23000000,149660003,94,1,7.6,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
The Twilight Saga: Eclipse,2010,68000000,698491347,124,3,6,6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
The Other Guys,2010,100000000,170432927,116,3,7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,155000000,415686217,113,2,6.7,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Expendables,2010,80000000,274470394,103,4,6.7,5.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Town,2010,37000000,154026136,125,4,7.6,6.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The A-Team,2010,110000000,177238796,117,3,6.8,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Clash of the Titans,2010,125000000,493214993,106,3,6.3,9.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
