title,release_year,budget,revenue,runtime,mpaa_rating_numeric,director_score,cast_score,genre_war,genre_western,genre_sci-fi,genre_biography,genre_musical,genre_thriller,genre_mystery,genre_news,genre_sport,genre_animation,genre_adventure,genre_family,genre_crime,genre_music,genre_romance,genre_history,genre_fantasy,genre_drama,genre_horror,genre_action,genre_comedy,genre_documentary
Land of Mine,2015,5070773,435266,100,4,7.8,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Big Game,2015,8500000,7500000,90,3,6.2,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Equals,2015,16000000,2084628,102,3,6.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Danny Collins,2015,10000000,10835752,107,4,7,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Truth,2015,9600000,5383097,125,4,6.8,9.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Mustang,2015,1300000,5300000,97,3,7.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
By the Sea,2015,10000000,3727746,122,4,5.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Macbeth,2015,15000000,16322067,113,4,6.3,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Freeheld,2015,7000000,573335,103,3,6.6,9.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
While We're Young,2015,10000000,17287309,97,4,6.6,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Lady in the Van,2015,6000000,41387687,104,3,6.6,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hello, My Name Is Doris",2015,1000000,14659448,95,4,7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Cop Car,2015,800000,143658,88,4,7.3,4.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Slow West,2015,2000000,1617522,84,4,6.9,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
The Great Gilly Hopkins,2015,5000000,97798,99,2,6.5,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Love & Mercy,2015,10000000,28600000,120,3,7.4,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Clan,2015,3500000,20381995,109,4,6.9,4.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Louder Than Bombs,2015,11000000,1400000,105,4,7.2,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Grandma,2015,600000,7200000,78,4,6.4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Strangerland,2015,10000000,111107,111,4,5.2,6.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mr. Six,2015,250000,139191345,134,3,6.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
I Smile Back,2015,495000,63373,85,4,6.2,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Lost River,2015,2000000,45431,95,4,5.7,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Zootopia,2016,150000000,1023784195,109,2,7.4,5.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Sunshine Superman,2015,400000,88097,100,2,6.9,3.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Deadpool,2016,58000000,782837347,108,4,7.1,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Arrival,2016,47000000,203388186,116,3,8.1,9.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Conjuring 2,2016,40000000,322811702,134,4,6.9,5.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Doctor Strange,2016,180000000,676343174,115,3,6.6,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Hacksaw Ridge,2016,40000000,175302354,139,4,7.8,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Me Before You,2016,20000000,207945075,110,3,7.4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Founder,2016,15000000,24121245,115,3,7.1,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Magnificent Seven,2016,90000000,162400000,132,3,6.9,9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
La La Land,2016,30000000,509183536,129,3,7.7,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Accountant,2016,44000000,155160045,128,4,7.4,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Fantastic Beasts and Where to Find Them,2016,180000000,809342332,132,3,7.3,5.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Captain America: Civil War,2016,250000000,1155046416,147,3,7.6,10.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Batman v Superman: Dawn of Justice,2016,250000000,874362803,152,4,6.8,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Autopsy of Jane Doe,2016,4000000,6170043,86,4,6.5,4.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Nice Guys,2016,50000000,71261763,116,4,6.8,10.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
The Jungle Book,2016,175000000,966550600,106,2,7,6.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
The Witch,2016,4000000,40423945,92,4,7.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Lion,2016,12000000,140312928,118,3,7,8.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sing,2016,75000000,634151679,107,2,7,6.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
10 Cloverfield Lane,2016,15000000,110216998,104,3,7.2,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Manchester by the Sea,2016,9000000,79000000,138,4,7.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hidden Figures,2016,25000000,235957472,127,2,7.5,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Kung Fu Panda 3,2016,145000000,521170825,95,2,7.1,6.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Passengers,2016,110000000,303144152,116,3,7.5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Great Wall,2016,150000000,331957105,103,3,7.2,10.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Rogue One: A Star Wars Story,2016,200000000,1056057273,133,3,6.8,5.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
X-Men: Apocalypse,2016,178000000,543934787,144,3,7.2,8.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Suicide Squad,2016,175000000,749200054,122,3,6.7,8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Moonlight,2016,4000000,65046687,111,4,7.2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Trolls,2016,125000000,347337803,92,2,5.8,6.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Central Intelligence,2016,50000000,216972543,107,3,6.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Miss Peregrine's Home for Peculiar Children,2016,110000000,296482446,127,3,6.9,6.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Warcraft,2016,160000000,433677183,123,3,7.3,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
The BFG,2016,140000000,195243411,117,2,7.5,4.6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Gods of Egypt,2016,140000000,150680864,127,3,6.8,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
The Legend of Tarzan,2016,180000000,356743061,109,3,7.3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Jason Bourne,2016,120000000,415484914,123,3,7.4,10.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ben-Hur,2016,100000000,94061311,125,3,6.3,3.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
The Shallows,2016,17000000,119100758,86,3,6.3,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
London Has Fallen,2016,60000000,205754447,99,4,5.4,7.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sully,2016,60000000,240800000,96,3,7.2,9.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Angry Birds Movie,2016,73000000,349779543,97,2,6.3,4.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Don't Breathe,2016,9900000,158906350,89,4,6.7,4.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Girl on the Train,2016,45000000,173200000,112,4,6.8,8.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Miracles from Heaven,2016,16000000,74000000,119,2,6.5,5.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Moana,2016,150000000,690860472,107,2,7.4,5.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Finding Dory,2016,200000000,1028600000,97,2,7.6,5.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Ghostbusters,2016,144000000,229147509,117,3,6.6,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Ballerina,2016,30000000,109573511,89,2,6.8,4.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Star Trek Beyond,2016,185000000,343471816,122,3,6.6,5.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Sausage Party,2016,19000000,140705322,88,4,6.1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Hell or High Water,2016,12000000,37600000,102,4,7.6,6.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Deepwater Horizon,2016,110000000,121790376,107,3,6.8,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Kubo and the Two Strings,2016,60000000,76249438,102,2,7.2,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Allegiant,2016,110000000,179246868,120,3,6.5,5.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A Monster Calls,2016,43000000,47309313,108,3,7.2,7.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Edge of Seventeen,2016,9000000,18803648,105,4,7.3,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Assassin's Creed,2016,125000000,240700000,116,3,6.3,7.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Captain Fantastic,2016,5000000,23123592,118,4,7.8,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ouija: Origin of Evil,2016,9000000,81700000,99,3,6.7,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Nocturnal Animals,2016,22500000,29300000,117,4,7.4,9.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hunt for the Wilderpeople,2016,2500000,23900000,101,3,7.4,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Silence,2016,46000000,23834809,161,4,7.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Patriots Day,2016,45000000,50548152,133,4,6.8,6.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Alice Through the Looking Glass,2016,170000000,299457024,113,2,6.4,8.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Inferno,2016,75000000,220021259,121,3,7,9.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Miss Sloane,2016,13000000,9101546,133,4,6.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Secret Life of Pets,2016,75000000,875457937,86,2,6.4,4.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Allied,2016,106000000,119520023,124,4,7.2,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Storks,2016,70000000,182379278,87,2,6.4,4.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Independence Day: Resurgence,2016,165000000,389681935,120,3,6.4,6.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Snowden,2016,40000000,37357216,134,4,7,6.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Dirty Grandpa,2016,11500000,94100000,102,4,5.8,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lights Out,2016,4900000,149368835,81,3,6.4,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pride and Prejudice and Zombies,2016,28000000,16457494,108,3,6.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Bridget Jones's Baby,2016,35000000,211952420,123,4,6.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Pete's Dragon,2016,65000000,143695338,103,2,6.6,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Ride Along 2,2016,40000000,124827316,102,3,5.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
The Neon Demon,2016,7000000,3400000,118,4,6.6,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Paterson,2016,5000000,2152738,118,4,7.2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Bad Moms,2016,20000000,183936074,100,4,5.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Collateral Beauty,2016,36000000,88528280,97,3,6.8,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Demolition,2016,10000000,4366460,101,4,7.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
God's Not Dead 2,2016,5000000,24487848,121,2,4.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Raw,2016,3500000,4100000,99,4,6.7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Swiss Army Man,2016,3000000,5800000,97,4,7.4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Sing Street,2016,4000000,13624522,105,3,7.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Mermaid,2016,60720000,553810228,93,4,6.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Fences,2016,24000000,64400000,139,3,7.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zoolander 2,2016,50000000,56722693,100,3,6.4,5.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
The Forest,2016,10000000,37608299,95,3,4.8,2.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Promise,2016,90000000,12448676,133,3,7.1,8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Fifty Shades of Black,2016,20000000,21164799,92,4,4.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,20000000,38659039,103,3,6.2,7.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Race,2016,5000000,24804129,134,3,6.1,4.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Hail, Caesar!",2016,22000000,63647656,106,3,7.1,8.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Light Between Oceans,2016,20000000,25975621,133,3,7.3,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Neighbors 2: Sorority Rising,2016,35000000,108007109,92,4,6.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Assignment,2016,5000000,388789,95,4,6.3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Eddie the Eagle,2016,23000000,46152411,106,3,7.3,6.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Midnight Special,2016,18000000,7112282,112,3,7,7.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Office Christmas Party,2016,45000000,114500000,105,4,6.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Fish & Begonia,2016,4531653,84552250,101,3,7,4.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Gold,2016,20000000,14880939,121,4,6.4,5.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Barbershop: The Next Cut,2016,20000000,55030051,112,3,6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ratchet & Clank,2016,20000000,8800000,94,2,5.5,3.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
The Other Side of the Door,2016,5000000,14332467,96,4,5.2,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Green Room,2016,5000000,3800000,95,4,7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Popstar: Never Stop Never Stopping,2016,20000000,9500000,86,4,6.8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Queen of Katwe,2016,15000000,10367161,124,2,6.7,6.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20th Century Women,2016,7000000,5664764,119,4,7.3,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Personal Shopper,2016,6000000,1305195,106,4,6.7,5.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Free State of Jones,2016,50000000,25035950,140,4,7,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Jackie,2016,9000000,13960394,100,4,6.6,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A United Kingdom,2016,14000000,13819139,111,3,7.1,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Bleed for This,2016,6000000,6174491,116,4,6.9,6.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Blair Witch,2016,5000000,45172994,89,4,6.1,3.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Billy Lynn's Long Halftime Walk,2016,40000000,30930984,113,4,7,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Mother's Day,2016,25000000,48782670,118,3,6.1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Rules Don't Apply,2016,25000000,3900000,127,3,6.6,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Loving,2016,9000000,8996802,123,3,7,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Everybody Wants Some!!,2016,10000000,3400278,117,4,7.2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Florence Foster Jenkins,2016,29000000,48902953,110,3,7,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Elle,2016,9804690,2341534,131,4,7.1,5.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A Hologram for the King,2016,30000000,9169507,97,4,7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Julieta,2016,1490000,22468044,98,4,7.2,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Rock Dog,2016,60000000,23270926,90,2,6.3,4.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Collide,2016,21500000,6817535,98,3,5.7,8.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Friend Request,2016,9900000,10975390,92,4,5.2,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Keanu,2016,15000000,20609977,100,4,6.2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
American Pastoral,2016,10000000,1715728,108,4,6.1,7.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
American Honey,2016,3500000,2290649,163,4,7,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
The Birth of a Nation,2016,8500000,15861566,120,4,6.5,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
My Life as a Zucchini,2016,8000000,5873256,66,3,7.8,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Certain Women,2016,2000000,1215691,107,4,6.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hollars,2016,3800000,1016985,88,3,7.1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Absolutely Fabulous: The Movie,2016,10000000,37915971,91,4,5.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Bad Santa 2,2016,26000000,24100000,92,4,6.4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Maggie's Plan,2016,2000000,3400000,98,4,6.4,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Love & Friendship,2016,3000000,21401949,94,2,6.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
31,2016,1500000,850419,102,4,5.6,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
From the Land of the Moon,2016,10300000,47748,120,4,6.6,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Elvis & Nixon,2016,5000000,1100000,86,4,6.3,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
The Duelist,2016,12800000,6101904,110,4,6.4,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Eyes of My Mother,2016,300000,48539,76,4,6.2,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Operation Avalanche,2016,1250000,55000,94,4,6.7,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Things to Come,2016,2100000,282382,102,3,6.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graduation,2016,2000000,2015002,128,4,7.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Creative Control,2016,1000000,63014,97,4,5.4,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Southside with You,2016,1500000,6628603,80,3,6.3,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Hillary's America: The Secret History of the Democratic Party,2016,5000000,13099931,107,3,4.4,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Krisha,2016,30000,144822,81,4,6.9,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Resident Evil: The Final Chapter,2016,40000000,312242626,107,4,5.8,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
John Wick: Chapter 2,2017,40000000,171539887,122,4,7.5,5.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Thor: Ragnarok,2017,180000000,855301806,131,3,7.4,8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Beauty and the Beast,2017,160000000,1266115964,129,2,6.4,5.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Coco,2017,175000000,807816196,105,2,8.4,7.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Call Me by Your Name,2017,3500000,43143046,132,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Get Out,2017,4500000,255407969,104,4,7.1,7.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
